,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Emotion,Intensity
17,-511.03876,26.160608,-17.037603,1.4217966,-13.625749,-7.882709,-13.979564,-11.5883875,-5.6424327,-1.511465,-11.183235,3.2600207,-7.3112326,0.9989732,-2.7289574,-3.43674,-5.485996,2.663215,1.0744776,4.8908753,5.282251,7.0259514,2.8001208,7.281536,1.6171188,3.668876,-2.3591948,1.3072897,-3.2494504,-1.551465,-4.6218905,-2.2913902,-3.4236321,0.0811877,-0.22973464,1.3554767,-1.384909,-0.17069775,-1.0040185,1.873879,Fearful,Normal
18,-532.23584,35.650776,-23.845066,7.928614,-12.480342,-13.183956,-8.460091,-8.735001,-7.7387104,-1.0003545,-11.379976,5.409047,-9.412727,-1.0000143,-0.57300264,-6.683848,-4.1543303,-1.1054044,-6.0962987,1.9728518,-2.0904627,1.790909,1.6101143,5.4404006,2.2048166,5.0989065,-1.7909286,4.6603827,1.1778711,6.8493295,6.662714,6.2053943,0.54144454,0.46141925,0.15909898,2.3602262,-0.29512364,-0.52270555,-3.576674,0.580522,Happy,Strong
19,-742.2481,42.01755,-5.181149,5.4002604,-5.5813794,-3.650278,-13.236047,-11.395058,-10.843604,-5.1572027,-9.706145,-2.3151555,-10.059872,-3.6940348,-4.7107806,-4.978475,-5.3924994,-1.6085486,-5.205553,-1.3450792,-2.7810836,2.66144,0.6120833,2.8100321,-1.6063673,0.106114075,-2.9127991,1.6468325,-0.8195503,1.7453587,-0.26029295,4.6423516,6.55894,9.10988,5.7330527,3.513688,0.07149773,-0.38929716,-1.2591485,-0.12574238,Calm,Normal
20,-747.0679,46.172226,-3.0740707,5.269738,-8.568432,-3.7117183,-10.589568,-9.209703,-11.222409,-2.9683805,-9.536794,-1.8413848,-9.438777,-2.4940612,-4.263911,-5.1014647,-5.3624883,-2.83791,-6.306353,-1.8995291,-4.549262,0.6059497,-1.834412,2.4998026,0.17876844,2.5420458,-2.6808343,1.4986047,0.25527045,4.6766105,3.2169209,7.556429,5.711636,6.927539,3.6877434,3.694686,-0.5097103,-2.0230746,-2.2584882,0.41701466,Calm,Normal
21,-438.7546,5.776373,-28.822495,-15.17,-13.885004,-12.74154,-19.807749,-12.208064,-13.6264515,5.458885,2.881421,20.776325,12.34305,9.525184,-5.618143,-10.240875,-5.418971,3.418508,-8.3498125,-7.7278304,-0.85003185,10.579137,4.805601,1.1272894,-2.3425033,2.3870199,-3.8467877,-1.9838945,-1.2145609,1.5309705,-3.693897,2.0650604,3.17641,3.2372653,0.61589843,0.734248,-2.8431787,1.3683037,-2.1345298,-0.5837137,Fearful,Strong
22,-566.7105,39.417217,-22.797523,1.6055146,-12.746031,-15.277773,-14.364328,-17.2871,-15.525645,3.1936193,-11.479084,-5.2244573,2.6664925,-7.2133617,-1.5526502,-1.9637424,-6.446755,4.593769,1.4897891,4.750845,3.3256445,4.128075,0.879285,7.779737,3.0455399,6.345479,3.020281,-0.66625553,-1.8565452,-1.4286218,-1.2720032,-0.3030585,-3.8212523,-0.6882,-1.1869786,0.6480095,-0.34753853,-0.30137908,-2.4279375,1.2239568,Sad,Strong
23,-579.84753,52.011234,-13.349279,4.5398035,-11.884235,-12.421854,-6.8379664,-11.996105,-11.751435,0.658331,-9.973882,-0.83415693,-0.32024667,-5.215442,1.2951151,-3.4162338,-3.3957217,2.3813143,-3.4797595,3.0875666,-0.31361428,1.2006898,0.22111875,4.1258054,-0.99999845,3.697338,-0.31291035,5.049044,1.6799463,3.225429,0.85831046,0.8826195,-0.5554148,1.9386556,-0.052743707,1.3761218,-0.75804347,1.2605753,-0.66402936,0.14591543,Sad,Strong
24,-478.00256,16.783056,-18.554512,-6.788852,-14.561576,-12.857993,-11.00081,-9.62392,-11.136062,-2.7274802,-8.77864,3.8077316,4.5758457,12.83847,11.964341,4.7776914,-5.110754,-0.5205515,-5.848042,-0.72867197,-1.2703129,-2.2121396,-2.9604738,1.1344308,-1.560941,2.3540184,-1.3341173,2.7842786,0.6344381,1.6566089,-1.9439704,0.12081909,-0.17306384,2.7118285,-0.17777695,0.34452876,-1.5289395,-1.2333791,-0.21303263,2.1002283,Fearful,Strong
25,-685.6212,43.886723,-5.277164,3.520055,-6.499849,-5.001767,-13.5873,-4.6783543,-13.795691,-5.276913,-7.5382543,-2.8044295,-9.726313,-2.8178182,-5.3445306,-5.09531,-6.7937703,-3.655932,-6.5463743,-2.610147,-5.339615,-2.1985607,-6.334476,-0.085314736,-2.9057448,2.239817,-2.1781943,5.872333,-0.40165564,3.9712462,-0.03755606,5.3416295,5.721643,8.649903,3.8222249,4.8842893,-0.27213463,0.47842357,-1.5944748,1.6266432,Calm,Strong
26,-692.9396,52.55511,0.038047697,8.73571,-8.6264925,-1.3329409,-12.047673,-4.881007,-9.962519,-4.6052337,-7.080778,-2.0487778,-5.8976116,-2.5867531,-1.8603445,-4.2802286,-4.465309,-1.5504439,-6.779594,-3.7880256,-4.038144,-2.8814042,-4.7822537,-2.188978,-3.8896458,-1.0584555,-4.754196,0.7455296,-1.5147047,2.1494968,0.73770905,3.752323,3.2600174,4.234472,1.7054682,1.9367472,0.26864183,-0.08216796,-2.6021636,-0.6853394,Sad,Normal
27,-687.92566,44.69091,-8.906803,2.4947505,-9.510733,-6.268132,-12.669734,-11.221383,-9.905756,-5.368129,-9.883062,-2.0203662,-7.3585205,-4.14822,-4.0589914,-5.224106,-5.4470696,-3.684806,-7.063403,-3.5006013,-5.8636274,-3.4731884,-4.671011,-1.9432373,-2.9866605,0.9832276,-0.047685433,2.5900788,1.2032865,4.5539994,3.8745937,7.008531,6.683113,6.386966,4.0150466,2.3443012,0.32242316,1.032802,-0.28858852,-0.029192114,Neutral,Normal
28,-495.43152,34.698112,-13.231853,-0.6844407,-14.285975,-8.061306,-10.497611,-10.582933,-11.034228,-1.2254632,-8.686313,5.9321413,-6.811693,-1.9179715,-2.6291666,-4.9685354,-2.438267,-1.8861874,-6.7579737,-0.10140906,-5.7747693,-3.0206766,-1.6291091,0.20430288,-2.4442167,4.312296,1.5674747,8.980945,6.166909,7.9612575,4.0634713,1.8693631,-1.9390237,1.2517147,0.5196335,2.8090239,-0.6438038,-1.3526263,-1.927052,0.55412734,Angry,Strong
29,-695.4164,43.207817,0.67372864,2.8741336,-3.2435784,-1.973328,-14.549616,-6.8212996,-11.156099,-3.4384491,-10.558706,-0.18817444,-7.7636666,-2.376639,-3.9614468,-2.3942833,-5.1909423,-2.0213408,-6.13875,-3.48993,-3.7306945,-3.9022472,-6.3672795,-1.0248928,-4.544424,-2.074604,-3.9791152,1.8640478,0.60010433,6.2818823,4.894206,10.276127,8.428488,8.578888,3.704928,4.1248403,-0.24958467,-0.42272133,-1.7215471,1.1152235,Calm,Normal
30,-688.65405,43.294567,-14.324749,3.5656326,-10.055076,-8.035228,-12.0737,-11.390837,-9.829321,-4.0891175,-11.480624,-1.7694083,-7.131176,-5.392951,-4.3959355,-4.417525,-6.6732016,-3.256538,-5.850692,-3.3578181,-5.460502,-3.2716448,-4.4077168,-1.6900033,-3.402649,0.86055744,-1.3214734,2.1874638,0.7435549,3.9364946,3.579993,7.01942,5.3698173,6.7063766,2.2844467,2.8253121,0.30396456,0.60433316,-0.30127352,-0.06276232,Neutral,Normal
31,-463.7888,29.15286,-22.270397,2.2683797,-17.37855,-11.52306,-7.422756,-9.342,-11.488767,1.0647105,-13.544142,4.8622613,-6.497817,-5.6305747,-1.4868397,-7.561996,-5.275334,-2.2887363,-5.753682,1.6151268,-1.7193668,1.259484,-0.35790613,5.083768,5.7464275,10.587443,6.125455,5.4450774,-0.38767576,0.9121693,0.5016053,2.6786926,-0.8313687,-0.16006958,-2.6016464,1.9904866,0.09546952,-0.059927907,-2.5675747,0.36207458,Angry,Strong
32,-710.3805,50.957603,-1.116641,2.2536979,-9.837221,-5.0355372,-14.280589,-6.269763,-14.257256,-5.7835617,-8.279054,-1.7484231,-9.976089,-2.2976024,-4.847111,-5.5181394,-5.70318,-1.7193351,-6.2689614,-3.6172714,-4.3093824,-1.2988513,-5.1824827,1.3011364,-1.1700915,2.21755,0.4386323,5.867808,1.2984755,4.221393,1.5576439,6.9345365,6.0121565,8.9553795,4.9224834,3.9733717,-0.8046717,-0.40299422,-1.6839906,1.3428156,Calm,Strong
33,-593.10693,56.439255,-23.3812,4.4357166,-17.953428,-12.026732,-11.506749,-10.439576,-13.306121,-3.3739414,-8.776478,-1.7031373,-5.9008265,-3.4862235,-2.6148584,-5.2709985,-6.9439597,-4.9332905,-7.387606,-3.9702725,-5.833367,-4.8235846,-5.9281054,-3.1980977,-5.50112,-1.1802233,-2.9149177,1.6684648,-0.2507462,1.5087087,-1.3749409,1.5832254,1.2984287,3.040494,3.8612533,3.9080808,3.1371548,2.3216498,0.36284396,-0.26999563,Disgust,Normal
34,-678.2844,43.988903,-12.8857975,1.6621047,-9.21699,-5.967739,-13.486439,-8.641545,-10.415217,-4.8712926,-9.7646675,-0.9928135,-8.822835,-4.7042494,-4.285767,-5.5091224,-6.774709,-4.0253367,-6.590026,-1.5072253,-5.2509794,-1.200217,-1.1040553,0.8438052,0.10978147,1.751595,-3.7114503,0.51087165,-1.9728347,2.9542015,2.7961915,7.6815524,6.444441,8.428435,4.769191,5.643212,1.0117748,-0.4984711,-1.5941474,0.6020663,Calm,Strong
35,-528.19556,34.683086,-21.285198,11.548182,-9.294914,-9.742995,-6.5994325,-7.2429304,-6.291063,-0.27810794,-9.683411,6.1075716,-3.0654263,-2.0672603,1.379723,-4.0428433,-3.405757,-0.8627907,-4.8275766,1.2762458,-1.8838202,-0.14116748,-0.4928132,2.5894692,-0.74891937,4.2414536,1.134239,5.7991815,0.2520583,2.4738173,3.9506016,7.556091,8.218362,6.8109245,2.3836453,-0.21231622,-1.4773638,0.7664757,1.0941784,1.0862503,Happy,Strong
36,-732.4071,40.838577,0.20877989,11.840888,-8.416205,-0.6123013,-13.406716,-6.796898,-9.78453,-3.5796852,-7.4262447,-0.3391615,-9.68073,0.290747,-5.020474,-1.2153518,-7.033279,-0.32208636,-5.4716935,-4.604588,-4.3993115,-2.8179545,-6.0876126,-1.542152,-3.9365337,-1.4843286,-4.2052617,1.0433165,0.2151449,7.4538093,8.248936,15.08385,11.0924015,11.535938,2.2852318,2.3686447,0.5697498,1.9879485,1.7540965,2.2298534,Calm,Normal
37,-538.3806,28.05734,-11.764281,0.9284255,-13.104783,-3.9033077,-11.495493,-8.841196,-7.2997093,-0.76091754,-8.723572,0.21042903,-7.2408905,0.12730056,-2.8394237,-3.4320943,-7.6897197,0.4232017,-3.0865855,6.80466,10.138411,13.696839,10.766878,11.982886,2.5523534,4.202807,0.5627677,4.827791,-1.1741669,0.8528591,-4.252274,-0.032314148,-2.1358526,-0.17189315,-2.6721587,-0.871912,-2.4450634,-0.5438491,-2.2656748,-0.24294236,Fearful,Normal
38,-529.66235,34.0443,-16.827541,4.9179883,-11.683662,-8.513787,-8.229713,-11.45055,-10.239424,-1.0677412,-7.4768696,2.9176972,-4.4872317,-4.50664,-0.738129,-3.9644396,-3.3948476,-1.5389441,-5.385082,-1.5590231,-4.033845,-3.2424743,-3.7608361,-2.7408988,-4.6281424,1.755032,-0.8036401,6.3940363,3.6244173,5.1260557,3.1361885,3.8299882,3.5866725,5.414854,2.9522781,1.3528389,-2.3087466,-2.1968987,-1.6262013,2.3761418,Angry,Normal
39,-660.5939,43.0366,-12.8208475,2.9048846,-8.288909,-6.6290298,-10.966721,-6.7743897,-11.198837,-5.0615993,-11.4065485,0.22504085,-9.245828,-4.050148,-2.497907,-5.9667478,-5.5747337,-3.1861908,-7.1811805,-2.5331783,-3.6352272,0.14720985,-1.0689595,1.3548651,-2.3130994,1.7426302,-2.9287207,1.1612808,1.2273575,5.675573,2.8690593,4.1882596,1.9968563,4.973347,2.0166206,4.355679,1.6492276,0.80245453,0.43581733,0.5961899,Happy,Normal
40,-424.63153,27.04911,-19.671247,3.0678017,-20.924732,-11.736729,-6.401039,-10.501003,-10.342951,-1.74141,-12.828449,5.0680914,-9.646877,-3.6988103,-1.2864727,-5.4277387,-4.837765,-4.121302,-7.5858884,-1.5491129,-2.0270393,4.098837,3.5789795,7.85488,7.3541265,10.351193,2.670935,5.030311,-1.3945546,1.2709527,-0.6911145,1.7187451,-0.3726028,0.20793284,-0.94316256,1.995133,0.5231032,-0.85121745,-2.4825704,-1.1153681,Angry,Strong
41,-655.8125,45.973537,-16.882355,6.340868,-6.483815,-7.003641,-10.302525,-7.7139416,-9.719931,-2.7741508,-11.992359,0.923595,-8.049296,-4.7757773,-2.9665363,-5.620527,-5.2733765,-2.8604233,-7.548834,-0.5397003,-4.2154937,0.9091006,-0.86597943,0.40399948,-2.6155972,1.2259489,-3.172601,4.168702,2.2776248,7.195318,3.8863895,4.373827,2.9621875,5.2799788,2.0135117,3.7850428,1.2450775,1.3938615,-0.22488196,0.8441779,Happy,Normal
42,-491.64972,25.164072,-17.947422,1.5082483,-20.562012,-7.4780016,-8.964743,-10.711697,-9.989876,-2.1060693,-10.161839,4.5683403,-7.9200563,-5.1983995,-1.2669677,-5.937048,-3.9882946,-2.5105357,-9.096707,-1.2208196,-5.436408,0.23168904,-2.2636266,1.5922902,2.3973272,8.16324,4.614394,9.614958,4.5079627,6.0839324,1.0984433,0.47455293,-1.1408837,1.0337943,-0.60914624,1.6524274,-2.2184882,-2.5136774,-3.3530676,-0.6737911,Angry,Strong
43,-577.3094,53.078213,-7.4248133,5.5907574,-8.242691,-8.5663395,-19.533133,-16.63233,-17.531694,-0.5637427,-18.306238,-3.093915,-1.606722,-6.9199123,-2.6455212,-5.9784765,-7.4752812,1.3048811,-6.4727325,0.3108006,-0.65429354,2.0114813,-2.4200506,4.864443,-0.8440583,4.4036407,1.6399814,4.8999996,2.1107123,2.4298742,-1.9212086,-1.504098,-4.2273073,-0.45237193,-3.1114306,-0.41858032,-1.7992781,-1.0786017,-3.0947409,-0.9270884,Sad,Strong
44,-427.94443,14.561592,-31.679209,-6.058041,-14.675693,-17.820763,-18.899864,-17.60163,-12.461323,2.0838,-2.2061696,13.936589,7.8793755,11.911686,2.7253852,-4.6664157,-5.621469,1.5796325,-5.2567477,-1.8326982,0.7602783,5.7531247,1.7834744,1.453856,-2.1368937,2.9926922,-2.9013495,0.042227343,-1.4808234,0.4577814,-2.9622154,0.7833801,0.43997514,1.1769555,-0.37123585,0.44999418,-1.8774499,0.21951404,-1.6911668,-0.15615188,Fearful,Strong
45,-666.61804,42.472115,-1.9441764,0.9137582,-10.208365,-4.5648236,-10.546237,-8.307986,-13.693007,-2.1307385,-10.655302,-2.2276654,-4.741552,-4.6477613,-2.6564171,-4.9972134,-4.4400597,0.15762873,-5.1236343,-0.104321115,-4.002903,-0.30948463,-2.961811,1.6712582,-0.7999708,6.742707,3.971593,10.457645,4.873015,4.7639112,0.40495583,-0.52220446,-1.256176,0.28588483,-0.3806842,-0.8406387,-3.0871394,-1.0333674,-2.7641447,-0.9128936,Sad,Strong
46,-517.09094,28.809351,-19.84081,0.77986985,-15.484988,-10.585569,-19.105482,-12.118976,-9.702503,-1.2140862,-9.048325,-0.44316372,-7.7840247,-3.8788698,-6.3288903,-2.7717848,-7.7558117,-3.1617367,-9.087883,-4.0583997,-6.8605995,-0.83482605,-3.2024963,7.190884,5.645832,13.136182,8.179419,10.03901,3.3054972,1.8119259,-0.25356093,1.4595103,-0.06306243,3.3086882,0.05746488,-0.15396531,-2.5193818,-0.600823,-2.0515077,-0.18000858,Disgust,Strong
47,-511.8551,33.078693,-25.351042,-3.6694267,-17.204226,-9.845312,-16.486992,-13.139003,-7.6087933,-1.5111282,-9.555988,-0.16972668,-8.47693,-3.20636,-5.104739,-6.1977687,-8.519905,-4.9539475,-7.0799227,0.18992306,0.085075006,2.0815117,1.2306584,2.695507,-1.1511499,1.8580804,-0.10785646,4.429963,3.1473002,4.1063747,2.0212584,2.2129843,-1.4817002,1.315951,0.32421657,1.9404032,-1.0308182,-2.1774411,-2.6934724,0.718458,Disgust,Strong
48,-504.0258,33.493507,-25.258057,-0.90505195,-17.75982,-8.268625,-17.366064,-9.6582365,-6.4308977,0.99527985,-11.420819,0.80455565,-4.0139995,-3.4802613,-3.2932572,-4.239151,-5.266165,-0.78628767,-6.0670033,2.844225,-2.2317839,0.8525052,-0.97554934,3.2945511,2.9410803,7.144442,3.9915354,7.5940647,-0.9284271,0.72623944,-0.7306038,2.128924,0.83611035,1.8392606,-2.652078,0.7701097,-1.4457697,0.64237475,-0.8400978,0.5982705,Disgust,Strong
49,-569.1064,52.73038,-19.179337,7.0311675,-13.469486,-10.614709,-15.646805,-14.295663,-15.181302,-1.8103821,-9.577297,-4.998317,-2.5730665,-6.4166384,-5.8146653,-3.8041964,-6.8097353,-0.8631056,-7.595583,-2.9046197,-5.790913,-3.6893775,-4.8058043,-3.2653906,-6.095111,-2.2172918,-3.6531348,-0.65191305,-0.87527126,1.8960404,1.6973783,2.7618742,3.3428724,4.2473965,2.2966814,2.3097384,-0.057414174,0.48564294,-0.005616627,0.4751152,Disgust,Normal
50,-494.55936,26.586536,-8.717527,4.3559504,-13.722945,-2.5149739,-12.693653,-6.554087,-3.7942367,-2.0332901,-8.067209,0.0050120805,-9.4965925,3.6165533,-2.4017277,-0.4544813,-3.7492008,4.475464,-2.6637332,4.306576,4.800683,5.0187244,3.5693107,7.246972,1.0027891,6.062505,-0.27760297,3.2130623,-2.0296514,1.6853106,-1.9217727,1.8523644,-2.6704826,0.60911644,-1.7728139,1.58618,-0.32456976,1.4631685,-1.9178735,1.85588,Surprised,Strong
51,-542.9232,31.963293,-20.360708,-0.78982437,-16.614738,-15.242801,-14.51984,-10.085417,-9.08485,1.400061,-8.319711,6.6289325,-5.8341813,0.86840874,-0.6848363,-2.3411257,-1.1918147,0.34994462,-5.6995435,3.6199393,-1.3327441,3.5002224,0.02967533,2.9052517,-1.7618845,2.7078702,-0.7845682,4.748033,-0.5806461,1.491017,-0.23037969,1.8316622,-1.8083547,0.5655026,-1.5461494,1.4250649,-1.6437428,0.04793092,-1.3535327,0.32444188,Surprised,Strong
52,-607.03937,31.811785,-12.229163,3.2237866,-12.57805,-3.9072032,-13.806408,-7.7438545,-9.005375,-3.2689447,-8.789527,1.7047172,-9.413454,0.17767847,-2.8810394,-2.9029872,-4.0777555,0.8011691,-3.3779922,1.824164,-0.032156434,2.954589,2.0417557,4.870813,-0.9157912,0.010152477,-3.2374966,4.6877084,1.2843759,3.891484,-1.5643134,0.60588986,-0.5346841,2.2224467,0.74878335,1.8098488,-0.45574418,-0.885352,-2.6519666,-1.1174225,Surprised,Normal
